Date,BITF,BITO,COIN,MARA,MSTR,RIOT,UVXY
2024-05-06,1.91,25.86,226.94,20.09,1278.2,10.62,28.87
2024-05-07,1.8,25.16,209.5,19.55,1198.39,9.95,28.94
2024-05-08,1.81,24.87,210.22,19.7,1230.0,10.11,28.4
2024-05-09,1.87,25.5,214.5,19.77,1289.99,10.3,28.2
2024-05-10,1.61,25.54,204.0,17.7,1217.94,9.51,27.56
2024-05-13,1.57,25.16,195.96,16.85,1226.48,9.31,28.13
2024-05-14,1.7,26.11,212.21,18.88,1378.0,10.15,26.56
2024-05-15,1.75,26.84,215.0,19.85,1494.1,10.18,25.885
2024-05-16,1.77,26.94,205.66,20.22,1500.98,10.2,25.76
2024-05-17,1.78,27.2,207.96,19.68,1597.0,10.15,25.2
2024-05-20,1.83,28.84,231.97,22.23,1730.0,11.0,25.37
2024-05-21,1.87,28.32,225.01,21.5,1663.0,10.61,24.76
2024-05-22,2.08,28.11,233.81,21.5,1669.21,10.94,24.64
2024-05-23,1.99,27.38,221.0,20.3,1540.0,10.05,25.72
2024-05-24,2.19,27.73,235.45,21.16,1650.0,10.42,24.69
2024-05-28,2.23,27.49,239.02,20.4,1650.0,10.25,27.28
2024-05-29,2.19,27.65,241.1,20.44,1653.0,10.1,27.17
2024-05-30,2.28,27.8,239.28,20.34,1597.0,10.24,26.25
2024-05-31,2.27,26.44,232.5,20.21,1600.0,10.03,25.24
2024-06-03,2.32,26.26,230.23,19.6,1617.42,9.67,26.13
2024-06-04,2.45,26.91,246.86,20.89,1675.0,9.81,25.25
2024-06-05,2.52,26.91,250.0,20.93,1698.59,9.45,24.74
2024-06-06,2.47,27.04,256.19,20.74,1671.02,10.18,24.68
2024-06-07,2.3,26.15,241.11,19.11,1575.01,9.65,24.87
2024-06-10,2.2,25.34,242.93,18.83,1542.0,9.65,24.75
2024-06-11,2.34,26.16,251.8,20.3,1620.0,10.36,23.49
2024-06-12,2.56,25.7,253.77,20.28,1563.3,10.61,23.54
2024-06-13,2.95,25.41,246.16,19.98,1505.0,10.95,24.4
2024-06-14,2.87,24.76,239.87,19.09,1499.8,10.4,24.61
2024-06-17,3.01,24.43,238.25,19.5,1457.93,10.49,24.08
2024-06-18,3.17,24.61,237.36,20.75,1482.11,10.99,24.24
2024-06-20,2.95,23.95,227.0,19.9,1420.0,10.1,25.68
2024-06-21,2.73,23.0,217.22,18.47,1398.0,9.2,24.98
2024-06-24,2.73,23.07,217.0,18.95,1413.77,9.35,24.46
2024-06-25,2.74,23.16,220.0,19.09,1472.29,9.12,23.87
2024-06-26,2.67,23.15,217.6,19.67,1485.0,9.23,23.41
2024-06-27,2.59,23.09,223.95,19.85,1516.42,9.17,23.12
2024-06-28,2.68,22.1,226.0,20.33,1410.0,9.36,23.11
2024-07-01,2.72,22.03,231.34,22.5,1365.51,9.94,22.36
2024-07-02,2.46,21.09,223.81,21.5,1298.0,9.41,21.8
2024-07-03,2.3,19.43,213.48,19.68,1215.5,9.16,21.82
2024-07-05,2.74,20.03,226.51,20.58,1314.53,9.77,21.68
2024-07-08,2.7,20.04,223.55,19.71,1313.88,9.45,21.43
2024-07-09,2.51,20.3,221.64,19.21,1319.7,9.21,21.54
2024-07-10,2.5,20.6,224.37,19.5,1396.0,9.49,21.09
2024-07-11,2.45,20.18,215.34,19.22,1339.2,9.38,21.08
2024-07-12,2.69,22.02,229.38,21.91,1518.1,10.33,20.84
2024-07-15,2.84,22.39,243.19,24.25,1615.0,11.45,21.39
2024-07-16,2.92,22.7,245.9,25.78,1611.0,12.35,22.69
2024-07-17,3.03,22.7,251.21,26.0,1633.9,12.75,22.17
2024-07-18,2.71,22.45,235.1,23.71,1573.4,11.17,24.42
2024-07-19,2.86,23.65,260.47,25.0,1784.02,12.25,24.77
2024-07-22,2.82,23.29,263.6,23.5,1763.99,12.06,23.41
2024-07-23,2.7,23.34,261.0,22.03,1750.0,11.77,24.3
2024-07-24,2.6,22.47,239.26,20.19,1616.5,10.96,27.25
2024-07-25,2.67,23.57,243.34,21.6,1700.0,11.35,26.95
2024-07-26,2.78,24.32,251.55,22.5,1819.99,11.62,25.51
2024-07-29,2.55,23.2,235.62,20.6,1687.99,10.69,24.95
2024-07-30,2.55,23.1,233.0,20.26,1647.0,10.6,25.23
2024-07-31,2.61,21.04,226.6,19.68,1615.0,10.1,25.23
2024-08-01,2.39,21.12,213.12,17.67,1485.81,9.27,32.11
2024-08-02,1.67,16.18,162.01,13.95,1044.97,7.38,64.99
2024-08-05,2.07,17.95,191.99,17.38,1326.0,8.5,51.38
2024-08-06,2.1,18.64,196.8,17.75,1408.78,8.61,36.02
2024-08-07,1.98,18.83,185.67,16.55,130.23,8.02,40.425
2024-08-08,2.28,19.67,191.29,17.42,135.9,8.26,37.21
2024-08-09,2.24,19.37,194.3,16.05,133.49,7.85,29.98
2024-08-12,2.2,19.16,193.13,15.0,132.28,7.61,28.86
2024-08-13,2.3,19.76,200.9,15.74,135.91,7.97,25.68
2024-08-14,2.23,19.23,198.52,15.2,132.7,7.72,22.89
2024-08-15,2.27,19.08,199.0,15.54,132.7,7.68,23.02
2024-08-16,2.37,19.1,203.34,16.43,133.65,8.01,22.4
2024-08-19,2.43,19.68,209.1,16.87,139.98,8.2,22.07
2024-08-20,2.18,19.35,197.16,16.55,134.34,8.08,22.97
2024-08-21,2.39,19.77,204.78,17.54,141.2,8.34,23.26
2024-08-22,2.27,19.85,200.97,17.13,137.4,8.08,24.12
2024-08-23,2.44,20.75,209.3,18.45,148.04,8.51,22.63
2024-08-26,2.32,20.25,201.84,18.09,144.09,8.25,23.3
2024-08-27,2.22,19.41,195.02,17.24,138.11,7.81,22.2
2024-08-28,2.2,19.54,194.0,17.58,136.88,7.79,22.87
2024-08-29,2.17,19.3,189.22,17.2,134.0,7.73,22.17
2024-08-30,2.15,17.94,182.0,16.5,132.29,7.48,22.5
2024-09-03,1.9,17.11,166.5,14.93,120.2,6.69,29.43
2024-09-04,1.91,17.15,161.62,14.86,121.69,6.78,28.65
2024-09-05,1.92,17.21,163.24,14.3,123.01,6.77,26.51
2024-09-06,1.83,16.82,151.27,13.83,119.12,6.58,29.33
2024-09-09,1.97,17.27,155.01,14.79,123.05,6.81,26.93
2024-09-10,1.98,17.22,153.56,15.45,124.75,7.0,26.02
2024-09-11,1.99,17.49,158.61,15.84,129.2,7.14,25.31
2024-09-12,2.04,17.5,162.24,15.85,131.13,7.07,24.82
2024-09-13,1.98,17.73,158.5,15.7,137.02,7.0,24.66
2024-09-16,2.01,17.97,164.14,16.23,138.38,7.09,24.73
2024-09-17,2.04,18.14,161.54,15.83,130.44,7.08,25.43
2024-09-18,2.08,19.17,172.0,16.4,140.28,7.56,23.85
2024-09-19,2.03,19.06,168.99,15.45,144.01,7.22,23.89
2024-09-20,2.02,19.18,171.3,15.52,147.57,7.19,23.17
2024-09-23,2.07,19.23,170.38,16.13,149.98,7.36,23.39
2024-09-24,2.19,19.24,170.3,16.36,152.3,7.53,23.84
2024-09-25,2.18,19.51,170.61,16.7,157.63,7.7,23.87
2024-09-26,2.27,19.88,183.07,17.86,170.0,8.0,24.12
2024-09-27,2.17,19.34,184.19,16.6,168.48,7.55,26.0
2024-09-30,2.1,18.06,178.72,16.1,168.61,7.39,24.98
2024-10-01,1.95,17.34,163.03,15.02,160.9,7.08,27.93
2024-10-02,1.95,17.24,162.83,15.0,163.0,7.19,28.22
2024-10-03,2.04,17.52,167.96,15.81,166.72,7.58,28.06
2024-10-04,2.02,17.97,172.0,16.47,180.0,8.04,28.17
2024-10-07,1.91,17.82,166.36,15.69,186.09,7.98,29.5
2024-10-08,1.86,17.61,167.69,15.76,189.86,8.14,28.92
2024-10-09,1.78,17.38,166.05,15.37,191.76,7.77,28.34
2024-10-10,1.78,17.48,165.54,15.42,188.5,7.75,28.8
2024-10-11,1.95,18.44,181.19,16.77,224.5,8.66,27.61
2024-10-14,1.87,18.77,195.68,16.95,206.75,8.7,25.98
2024-10-15,1.88,19.33,203.53,17.5,200.0,8.99,27.85
2024-10-16,1.88,19.07,209.2,17.92,192.59,8.92,27.17
2024-10-17,1.87,19.29,208.05,18.4,197.26,9.39,26.61
2024-10-18,2.04,19.32,215.4,18.65,214.6,9.75,26.23
2024-10-21,2.13,19.09,209.45,18.37,216.49,9.54,26.57
2024-10-22,2.07,18.91,206.3,18.61,215.0,9.78,26.37
2024-10-23,2.02,19.19,206.87,18.5,219.98,10.0,26.94
2024-10-24,2.01,19.33,208.3,18.26,236.25,10.19,26.67
2024-10-25,1.98,19.6,213.35,17.77,244.75,10.02,27.2
2024-10-28,2.25,20.26,220.91,19.39,264.0,10.85,27.08
2024-10-29,2.19,20.45,213.1,18.35,246.21,10.57,27.18
2024-10-30,2.07,20.48,203.73,18.09,251.45,9.98,28.82
2024-10-31,1.91,18.91,180.0,16.94,245.88,9.43,29.72
2024-11-01,1.82,18.46,180.09,15.83,226.4,9.16,29.68
2024-11-04,1.78,18.68,185.59,15.96,233.5,9.16,27.58
2024-11-05,2.01,20.05,221.48,17.6,261.0,10.74,22.0
2024-11-06,2.11,20.24,245.63,18.9,256.8,11.84,21.61
2024-11-07,2.24,20.57,257.67,19.11,275.5,12.33,21.11
2024-11-08,2.5,22.09,300.31,22.23,296.77,14.03,20.58
2024-11-11,2.55,23.26,310.05,24.06,334.0,14.07,20.95
2024-11-12,2.69,24.25,325.01,24.37,366.31,14.15,20.52
2024-11-13,2.35,24.59,290.81,22.55,342.05,12.84,19.85
2024-11-14,2.2,24.05,282.51,21.3,336.3,12.23,20.43
2024-11-15,2.22,24.34,301.83,19.8,346.03,12.25,21.84
2024-11-18,2.13,24.69,322.08,18.3,389.44,12.11,22.72
2024-11-19,2.3,25.49,332.25,20.7,463.0,12.67,21.96
2024-11-20,2.27,26.2,329.95,25.06,535.6,12.8,22.1
2024-11-21,2.04,26.28,294.89,23.64,403.75,11.5,22.61
2024-11-22,2.13,26.16,309.0,27.06,439.0,12.47,20.48
2024-11-25,1.98,24.77,298.26,25.1,382.04,11.55,20.29
2024-11-26,2.01,25.44,302.78,26.0,384.71,11.44,20.04
2024-11-27,2.17,26.2,311.95,27.51,405.0,12.59,19.55
2024-11-29,2.13,24.78,302.03,26.81,393.96,12.6,19.26
2024-12-02,2.0,24.29,296.78,24.5,367.7,11.73,19.3
2024-12-03,2.04,24.74,312.0,25.01,380.02,12.09,18.56
2024-12-04,2.26,26.57,343.36,27.1,441.0,13.77,19.21
2024-12-05,2.12,25.59,328.56,25.5,395.5,12.52,18.61
2024-12-06,2.23,25.51,339.91,25.58,394.3,12.02,18.64
2024-12-09,2.12,25.24,318.03,24.37,373.64,11.5,19.08
2024-12-10,2.08,25.39,311.85,23.5,385.81,11.3,18.52
2024-12-11,2.1,26.1,317.76,23.8,413.3,12.88,19.01
2024-12-12,2.0,25.84,316.0,22.83,400.38,12.5,18.75
2024-12-13,1.99,26.82,316.9,23.5,424.35,13.24,18.96
2024-12-16,2.15,27.73,319.83,25.4,412.73,14.46,20.0
2024-12-17,2.03,26.86,308.0,24.06,385.0,13.7,20.03
2024-12-18,1.9,26.27,290.64,22.57,365.44,12.71,23.3
2024-12-19,1.62,24.41,266.13,19.88,317.65,10.9,28.37
2024-12-20,1.68,23.36,274.52,20.0,357.0,11.37,21.84
2024-12-23,1.63,23.71,273.22,19.81,344.24,11.3,19.7
2024-12-24,1.7,23.37,275.58,19.87,350.37,11.45,18.95
2024-12-26,1.66,23.54,274.2,19.4,341.51,11.55,19.15
2024-12-27,1.6,22.62,259.98,18.1,320.0,10.73,21.7
2024-12-30,1.59,23.35,262.97,17.83,316.5,10.75,20.01
2024-12-31,1.56,23.56,256.48,17.45,300.55,10.5,20.26
2025-01-02,1.6,23.67,259.89,17.25,303.2,10.56,20.87
2025-01-03,1.76,24.14,279.07,20.0,349.52,12.58,19.49
2025-01-06,1.73,24.58,286.74,20.05,365.0,12.6,19.2
2025-01-07,1.65,23.21,263.88,18.56,335.58,11.97,21.56
2025-01-08,1.6,23.0,257.77,18.0,330.0,11.75,22.26
2025-01-10,1.53,22.11,246.98,17.0,309.65,11.33,24.31
2025-01-13,1.62,23.54,261.73,17.9,342.49,12.23,21.81
2025-01-14,1.64,24.0,266.87,18.14,357.2,12.69,20.1
2025-01-15,1.65,24.19,274.0,18.01,358.59,13.3,19.07
2025-01-16,1.72,25.03,292.0,19.21,383.99,13.92,18.66
2025-01-17,1.72,25.56,298.52,20.21,395.0,13.95,18.71
2025-01-21,1.61,25.41,290.46,19.24,384.41,12.96,18.04
2025-01-22,1.63,24.87,289.74,19.23,371.97,12.83,18.47
2025-01-23,1.63,25.6,300.0,20.2,377.17,13.28,17.86
2025-01-24,1.56,24.44,283.7,18.79,340.0,12.57,21.11
2025-01-27,1.43,24.9,280.5,18.46,344.42,11.65,19.29
2025-01-28,1.4,24.79,281.82,18.24,338.38,10.83,18.57
2025-01-29,1.45,25.47,293.71,18.73,345.83,11.47,18.17
2025-01-30,1.5,25.39,300.86,19.15,339.88,11.99,18.12
2025-01-31,1.33,22.08,272.98,16.92,310.13,10.87,21.4
2025-02-03,1.39,23.11,283.0,17.65,340.54,11.81,19.57
2025-02-04,1.46,23.0,283.61,17.84,348.99,12.39,19.14
2025-02-05,1.41,22.89,279.52,17.25,338.7,11.76,18.25
2025-02-06,1.46,23.24,274.05,17.33,335.4,11.96,18.13
2025-02-07,1.42,22.75,280.4,17.01,333.33,11.73,18.66
2025-02-10,1.38,22.54,277.55,16.58,332.24,11.58,18.74
2025-02-11,1.28,22.02,264.39,15.9,315.6,10.98,19.18
2025-02-12,1.36,22.3,284.0,16.15,325.85,11.16,18.36
2025-02-13,1.4,22.47,288.02,17.0,325.0,12.13,17.97
2025-02-14,1.41,22.4,278.8,16.68,337.0,12.15,17.72
2025-02-18,1.41,22.39,265.76,16.17,337.3,11.62,17.98
2025-02-19,1.42,22.72,260.66,16.02,323.45,11.77,17.42
2025-02-20,1.4,23.01,266.99,16.26,327.93,11.88,17.6
2025-02-21,1.3,22.13,239.14,14.53,304.01,10.61,18.88
2025-02-24,1.19,20.65,219.97,13.23,267.6,9.4,19.81
2025-02-25,1.12,19.86,212.63,12.26,246.2,9.24,19.5
2025-02-26,1.15,20.0,218.13,14.24,266.71,9.5,18.85
2025-02-27,1.07,18.98,205.27,13.0,238.13,8.6,21.09
2025-02-28,1.28,20.81,232.23,15.31,293.6,9.99,19.68
2025-03-03,1.09,18.47,200.52,13.26,240.61,8.61,24.16
2025-03-04,1.12,20.04,214.89,14.25,278.16,8.64,23.29
2025-03-05,1.13,20.06,214.51,14.86,298.1,8.32,24.04
2025-03-06,1.11,19.89,214.89,14.9,298.27,8.05,25.5
2025-03-07,1.17,18.42,205.08,15.28,267.19,7.92,25.9
2025-03-10,1.11,18.16,186.0,13.51,245.0,7.63,27.89
2025-03-11,1.14,18.58,195.4,13.51,264.4,7.86,26.11
2025-03-12,1.13,18.47,188.62,13.24,262.55,7.85,25.78
2025-03-13,1.11,18.59,183.81,12.5,274.0,7.54,26.06
2025-03-14,1.11,18.46,182.0,13.1,291.2,7.68,23.38
2025-03-17,1.08,18.34,185.0,12.61,282.58,7.6,22.58
2025-03-18,1.02,18.7,184.83,12.29,290.3,7.43,22.95
2025-03-19,1.06,18.96,185.89,12.36,297.5,7.71,22.74
2025-03-20,1.02,18.64,185.57,12.22,295.7,7.62,22.33
2025-03-21,1.03,19.42,197.5,12.84,316.14,8.2,20.32
2025-03-24,1.1,19.49,202.13,14.53,333.07,8.76,19.28
2025-03-25,1.03,19.49,203.0,14.13,336.13,8.44,19.32
2025-03-26,0.9795,19.2,192.97,13.47,323.0,7.75,20.91
2025-03-27,0.9143,18.95,185.72,13.37,318.32,7.61,21.24
2025-03-28,0.8041,18.33,169.38,11.96,282.4,7.12,25.49
2025-03-31,0.7924,18.22,172.82,11.65,292.87,7.2,23.95
2025-04-01,0.7682,18.45,170.57,11.53,297.86,7.33,24.91
2025-04-02,0.78,17.84,168.58,11.27,286.75,7.3,27.58
2025-04-03,0.77,17.98,166.02,10.94,284.94,7.08,36.49
2025-04-04,0.7,16.71,146.04,10.1,259.01,6.5,46.51
2025-04-07,0.8071,17.44,165.2,11.87,278.01,7.42,34.5
2025-04-08,0.6902,16.68,150.08,10.45,242.37,6.52,50.3
2025-04-09,0.807,17.78,168.5,11.72,282.61,7.1,36.42
2025-04-10,0.78,17.87,171.3,11.91,280.22,6.85,43.68
2025-04-11,0.81,18.47,180.5,12.87,309.75,7.33,35.0
2025-04-14,0.81,18.69,177.74,13.07,312.6,6.99,33.37
2025-04-15,0.7663,18.22,170.5,12.3,305.89,6.4,35.0
2025-04-16,0.819,18.42,172.6,12.27,313.0,6.35,35.65
2025-04-17,0.835,19.0,175.1,12.88,324.94,6.49,36.32
2025-04-21,0.865,19.51,178.79,12.73,328.69,6.47,36.73
2025-04-22,0.9999,20.47,197.75,14.57,355.0,7.43,32.36
2025-04-23,0.98,20.18,193.42,13.89,345.36,7.44,32.68
2025-04-24,1.02,20.53,205.57,14.33,353.4,7.9,31.24
2025-04-25,1.05,20.69,208.2,14.4,372.51,7.81,29.0
2025-04-28,1.0,20.63,205.3,14.03,369.42,7.59,30.09
2025-04-29,0.965,20.55,199.67,13.8,373.5,7.2,30.75
2025-04-30,1.02,20.46,208.46,13.9,391.51,7.5,29.01
2025-05-01,1.03,20.5,204.7,14.09,393.64,7.89,28.64
2025-05-02,1.0,19.88,201.73,13.95,383.69,8.15,28.48
2025-05-05,0.9376,19.77,195.38,12.69,378.0,7.7,29.63
2025-05-06,0.9754,20.43,199.83,13.3,393.52,8.0,29.58
2025-05-07,1.04,21.0,205.31,13.96,407.59,8.19,28.18
2025-05-08,1.06,21.74,204.52,14.14,419.44,8.5,27.09
2025-05-09,1.14,21.95,208.94,16.47,420.79,9.02,23.88
2025-05-12,1.1,21.91,231.71,16.35,412.65,8.88,21.21
2025-05-13,1.11,21.97,256.86,16.36,420.68,9.01,21.45
2025-05-14,1.07,21.65,256.5,15.51,411.72,8.73,22.56
2025-05-15,1.06,21.84,249.76,15.68,399.91,8.71,21.38
2025-05-16,1.11,21.61,259.78,15.68,393.12,8.8,23.0
2025-05-19,1.12,22.05,265.12,16.18,413.0,8.91,21.84
2025-05-20,1.1,22.44,260.2,16.18,416.0,8.85,22.35
2025-05-21,1.1,23.5,265.13,16.7,413.6,9.2,23.98
2025-05-22,1.04,22.9,263.0,14.98,391.92,8.65,25.94
2025-05-23,1.07,23.28,269.02,15.26,380.83,8.87,23.41
2025-05-27,1.05,22.93,265.7,16.31,368.94,9.09,21.87
2025-05-28,0.9885,22.83,258.72,15.22,370.81,8.47,21.5
2025-05-29,0.92,22.24,246.87,14.4,369.0,8.04,22.8
2025-05-30,0.911,20.84,247.46,14.04,367.77,8.0,22.88
2025-06-02,0.915,21.16,248.39,14.46,379.39,8.55,22.0
2025-06-03,0.92,21.04,257.52,15.0,385.0,8.97,21.43
2025-06-04,0.9389,21.22,261.05,15.7,383.85,9.64,21.04
2025-06-05,0.8917,20.87,250.53,15.19,377.82,9.26,21.1
2025-06-06,0.9,21.59,255.66,16.21,380.0,10.22,20.45
2025-06-09,0.93,21.99,258.88,16.3,393.25,10.23,20.24
2025-06-10,0.9494,22.01,257.21,16.5,390.83,10.44,19.64
2025-06-11,0.8799,21.4,246.52,15.85,378.47,10.24,20.8
2025-06-12,0.85,21.02,237.45,15.33,375.5,9.95,22.32
2025-06-13,0.8465,21.35,247.77,15.3,388.01,9.87,21.84
2025-06-16,0.84,21.15,256.63,15.11,375.72,10.04,21.35
2025-06-17,0.8,20.82,254.0,14.49,371.8,9.58,22.575
2025-06-18,0.8076,21.22,303.58,14.78,373.0,10.09,21.4
2025-06-20,0.7575,20.25,302.08,13.95,362.33,9.25,22.04
2025-06-23,0.7891,21.04,314.39,14.49,373.76,9.41,20.0
2025-06-24,0.82,21.59,360.6,15.35,384.66,10.31,19.11
2025-06-25,0.79,21.44,354.53,14.81,386.53,9.89,19.01
2025-06-26,0.79,21.35,369.54,15.15,385.0,10.56,18.66
2025-06-27,0.76,21.54,359.23,15.21,389.82,10.77,18.55
2025-06-30,0.8209,20.51,339.98,15.37,395.47,11.15,18.95
2025-07-01,0.86,20.69,340.58,15.95,383.35,11.5,18.72
2025-07-02,1.01,21.07,350.35,17.58,400.99,12.21,18.09
2025-07-03,1.04,20.87,354.2,17.42,403.47,11.88,18.78
2025-07-07,1.06,20.95,362.75,17.11,399.6,11.78,18.21
2025-07-08,1.05,21.09,358.63,17.98,401.6,11.82,17.42
2025-07-09,1.04,21.39,372.41,18.48,412.37,12.16,17.02
2025-07-10,1.12,22.64,390.19,19.5,430.54,12.89,17.44
2025-07-11,1.09,23.4,392.5,19.8,447.0,12.75,17.29
2025-07-14,1.06,22.64,391.53,19.05,445.09,12.2,16.88
2025-07-15,1.04,22.86,392.8,19.52,448.23,12.47,17.16
2025-07-16,1.04,22.66,399.7,19.49,451.77,12.62,17.37
2025-07-17,1.09,22.84,419.82,20.25,452.65,13.5,17.05
2025-07-18,1.06,22.7,425.55,19.56,430.1,14.17,16.76
2025-07-21,1.24,22.93,419.1,19.17,428.87,14.28,16.71
2025-07-22,1.35,22.7,399.99,18.69,422.83,14.25,16.34
2025-07-23,1.27,22.82,404.25,17.58,414.49,14.36,15.55
2025-07-24,1.2,22.33,391.9,17.22,405.01,14.49,15.66
2025-07-25,1.26,22.78,394.62,17.64,417.0,14.55,14.93
2025-07-28,1.29,22.85,383.59,17.14,406.01,14.52,14.52
2025-07-29,1.24,22.56,382.95,17.43,396.92,13.84,15.17
2025-07-30,1.21,22.67,382.89,16.42,399.0,13.69,14.94
2025-07-31,1.21,20.94,335.14,15.56,389.8,12.0,16.56
2025-08-01,1.18,20.65,319.54,15.59,373.0,11.31,16.67
2025-08-04,1.22,20.69,307.11,15.9,383.89,11.38,15.54
